Id;X;Y
0,-1.000000000000000e+00,1.000000000000000e+00
1,-1.000000000000000e+00,-1.000000000000000e+00
2,1.000000000000000e+00,-1.000000000000000e+00
3,1.000000000000000e+00,1.000000000000000e+00
4,4.903926402016152e-01,9.754516100806412e-02
5,5.000000000000000e-01,0.000000000000000e+00
6,4.903926402016152e-01,-9.754516100806436e-02
7,4.619397662556433e-01,-1.913417161825452e-01
8,4.157348061512726e-01,-2.777851165098011e-01
9,3.535533905932737e-01,-3.535533905932738e-01
10,2.777851165098009e-01,-4.157348061512727e-01
11,1.913417161825450e-01,-4.619397662556433e-01
12,9.754516100806415e-02,-4.903926402016152e-01
13,-9.184850993605148e-17,-5.000000000000000e-01
14,-9.754516100806433e-02,-4.903926402016152e-01
15,-1.913417161825452e-01,-4.619397662556433e-01
16,-2.777851165098011e-01,-4.157348061512726e-01
17,-3.535533905932738e-01,-3.535533905932737e-01
18,-4.157348061512727e-01,-2.777851165098010e-01
19,-4.619397662556434e-01,-1.913417161825448e-01
20,-4.903926402016152e-01,-9.754516100806418e-02
21,-5.000000000000000e-01,6.123233995736766e-17
22,-4.903926402016152e-01,9.754516100806430e-02
23,-4.619397662556434e-01,1.913417161825449e-01
24,-4.157348061512727e-01,2.777851165098011e-01
25,-3.535533905932737e-01,3.535533905932738e-01
26,-2.777851165098010e-01,4.157348061512727e-01
27,-1.913417161825449e-01,4.619397662556434e-01
28,-9.754516100806410e-02,4.903926402016152e-01
29,3.061616997868383e-17,5.000000000000000e-01
30,9.754516100806417e-02,4.903926402016152e-01
31,1.913417161825449e-01,4.619397662556434e-01
32,2.777851165098011e-01,4.157348061512726e-01
33,3.535533905932738e-01,3.535533905932737e-01
34,4.157348061512726e-01,2.777851165098011e-01
35,4.619397662556434e-01,1.913417161825449e-01
36,0.000000000000000e+00,-1.000000000000000e+00
37,0.000000000000000e+00,1.000000000000000e+00
38,-1.000000000000000e+00,0.000000000000000e+00
39,1.000000000000000e+00,0.000000000000000e+00
40,-1.000000000000000e+00,-5.000000000000000e-01
41,-5.000000000000000e-01,1.000000000000000e+00
42,5.000000000000000e-01,-1.000000000000000e+00
43,-5.000000000000000e-01,-1.000000000000000e+00
44,5.000000000000000e-01,1.000000000000000e+00
45,-1.000000000000000e+00,5.000000000000000e-01
46,1.000000000000000e+00,5.000000000000000e-01
47,1.000000000000000e+00,-5.000000000000000e-01
48,5.273559366969494e-16,5.551115123125783e-17
49,6.306019374818708e-01,6.306019374818708e-01
50,-7.500000000000000e-01,-1.000000000000000e+00
51,-1.000000000000000e+00,-7.500000000000000e-01
52,-6.292590537185061e-01,-6.292590537185061e-01
53,-6.306019374818708e-01,6.306019374818708e-01
54,6.306019374818707e-01,-6.306019374818708e-01
55,-2.500000000000000e-01,1.000000000000000e+00
56,2.500000000000000e-01,-1.000000000000000e+00
57,1.000000000000000e+00,2.500000000000000e-01
58,-2.500000000000000e-01,-1.000000000000000e+00
59,2.500000000000000e-01,1.000000000000000e+00
60,-1.000000000000000e+00,2.500000000000000e-01
61,7.351027932699687e-01,-3.384662738836989e-01
62,-7.355224908060350e-01,-3.377346474664037e-01
63,3.452687919569692e-01,-7.173864578728064e-01
64,-2.217031516398787e-01,-7.308573444859381e-01
65,-7.308573444859382e-01,2.217031516398786e-01
66,3.452687919569692e-01,7.173864578728064e-01
67,7.308573444859383e-01,2.217031516398784e-01
68,-2.217031516398783e-01,7.308573444859383e-01
69,1.000000000000000e+00,-7.500000000000000e-01
70,7.500000000000000e-01,-1.000000000000000e+00
71,1.000000000000000e+00,7.500000000000000e-01
72,7.500000000000000e-01,1.000000000000000e+00
73,-7.500000000000000e-01,1.000000000000000e+00
74,-1.000000000000000e+00,7.500000000000000e-01
75,7.507574095129526e-01,-7.782550392574492e-02
76,-7.506261349854108e-01,-7.713968348423862e-02
77,7.386855251787325e-02,7.500000000000000e-01
78,7.386855251787314e-02,-7.500000000000000e-01
79,-2.499999999999997e-01,-2.462285083929102e-02
80,-1.184194060137718e-01,2.215471260540280e-01
81,-1.037954774764267e-01,-2.276045555893713e-01
82,-1.000000000000000e+00,-2.500000000000000e-01
83,1.000000000000000e+00,-2.500000000000000e-01
84,1.593657104960293e-01,-1.941876800972446e-01
85,1.593657104960294e-01,1.941876800972446e-01
86,-4.490718812661920e-01,7.742077807786776e-01
87,7.742077807786776e-01,4.490718812661920e-01
88,-6.012219351737579e-01,4.066585336174523e-01
89,-4.489760491668064e-01,-7.743068723596084e-01
90,-4.297705125057107e-01,5.632715289518654e-01
91,5.508708941437321e-01,-4.373225584103272e-01
92,5.405430837293480e-01,4.436122443457965e-01
93,-5.516198462102883e-01,-4.358295960663083e-01
94,-7.906933069815163e-01,4.956999907440149e-01
95,-3.656708535530063e-01,-5.939274089059075e-01
96,-8.014767940879588e-01,-5.269048456586891e-01
97,2.906513066904086e-01,-2.862665508353190e-02
98,8.364077636577114e-01,-6.250000000000000e-01
99,5.267707362527007e-01,8.016784744043729e-01
100,6.250000000000000e-01,-8.364077636577115e-01
101,-6.423082516492608e-01,-8.300408689443630e-01
102,-8.159913861014252e-01,6.881649304341575e-01
103,7.240789849082095e-01,8.043831267290253e-01
104,-6.416000983115400e-01,8.310422250230549e-01
105,8.182774749576629e-01,-8.182774749576629e-01
106,8.531662662008929e-01,6.250000000000000e-01
107,-8.060853782831334e-01,-7.226802528292191e-01
108,-8.604798796672406e-01,8.604798796672406e-01
109,-1.250000000000000e-01,-1.000000000000000e+00
110,-8.390120824338234e-01,7.878242805063759e-02
111,-8.038767774597844e-02,8.403343883163537e-01
112,8.387340210492681e-01,7.844486776391353e-02
113,4.049097759528926e-01,-5.456695942958679e-01
114,-2.854426614740139e-01,1.525722812332924e-01
115,3.172423042369280e-02,3.221015169075175e-01
116,-8.750000000000000e-01,-1.000000000000000e+00
117,1.000000000000000e+00,8.750000000000000e-01
118,4.640956996221645e-01,5.956133228413856e-01
119,3.265803089133663e-02,-3.315825521635347e-01
120,-8.546683800645418e-01,3.381970234172236e-01
